StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass,StudyEfficiencyScore,ScreenTimeHours,SleepHours
1023,16,1,1,0,18.648879567547016,29,1,1,0,0,0,0,0.3125462305253549,4.0,0.6216293189182339,6.068578594140873,6.916919097982014
1024,18,1,3,4,18.94613798473924,20,0,2,1,0,0,0,1.7701318767799732,4.0,0.9021970468923448,5.465447373174767,7.05058129956316
1025,18,1,0,1,7.380354648223455,15,0,2,0,0,0,0,1.5051556220362858,4.0,0.46127216551396594,5.324279936868144,8.217783055574987
1026,16,1,0,3,2.7103374712150807,5,0,4,0,0,1,0,2.977851918315743,2.0,0.4517229118691801,5.640703845572054,8.543960737937427
1027,16,0,0,1,10.367992532661304,2,0,2,0,1,0,0,2.948717671911921,2.0,3.4559975108871015,2.998695128633439,7.833802715400319
1028,16,1,0,3,2.2521845869844137,8,0,3,0,0,1,0,2.145204720467192,3.0,0.25024273188715707,4.856937753654447,9.574105126553917
1029,18,0,0,0,18.679748370252344,10,0,3,1,0,0,0,2.854803928981318,2.0,1.698158942750213,5.36965827544817,7.412484886945385
1030,18,0,0,2,3.67159254710292,20,0,3,1,0,0,0,1.519441725815139,4.0,0.17483774033823427,4.185801650879991,8.485100586275129
1031,15,0,2,2,5.055317199023282,12,1,0,0,1,0,0,1.727120309522409,4.0,0.3888705537710217,5.630179407605754,8.84294548235304
1032,15,0,0,3,8.132730537699409,17,0,4,0,0,0,1,1.8475354711387904,4.0,0.4518183632055227,4.382096494749167,8.019817201352055
1033,18,0,0,3,7.663289371182516,25,0,1,0,1,0,0,0.3846169728564877,4.0,0.2947418988916352,4.760206371941118,8.82023338167507
1034,16,0,3,3,15.89325784795778,21,0,0,1,1,0,0,0.94940609779728,4.0,0.7224208112708083,7.895542149013332,7.595495311303269
1035,16,0,0,3,9.126336411019247,27,1,2,1,1,0,0,1.1409594184203395,4.0,0.3259405861078303,8.562528132298237,8.03371528689596
1036,15,0,3,1,3.415365200066738,23,0,1,0,0,0,0,0.2614722600507521,4.0,0.14230688333611408,7.533589392465846,8.882321942898464
1037,18,0,0,1,5.344197909721482,26,1,1,0,0,0,0,0.2182848568210317,4.0,0.19793325591561042,5.818455076693483,7.680142132993602
1038,15,0,2,1,10.18226770375044,21,1,1,0,1,0,0,1.0677635510419796,4.0,0.4628303501704746,4.490688456025536,7.418389495170054
1039,15,1,1,1,2.949078348522698,3,1,1,1,1,0,0,3.0189058584279675,1.0,0.7372695871306745,5.036932106048627,8.108129661948203
1040,17,1,2,1,12.233113512920282,21,1,3,1,1,0,0,1.5268678317927231,4.0,0.5560506142236492,5.860609974958406,7.848160196089825
1041,17,1,3,2,11.314946131022918,23,1,1,0,0,0,0,1.0582873996898603,4.0,0.4714560887926216,4.788152939379115,8.734762886640254
1042,17,0,0,1,14.294046327645152,7,0,2,0,0,0,0,2.625128097732231,2.0,1.786755790955644,4.680707640445081,8.6862454403318
1043,16,1,3,2,18.754092307587356,12,1,4,0,0,0,0,2.8087548220286536,2.0,1.4426224851990275,3.3375540844608738,7.4436163199616425
1044,18,1,0,1,18.245091222023117,9,0,2,0,1,0,0,2.888891669272444,2.0,1.8245091222023118,6.537281608315128,7.425913115269918
1045,18,1,0,1,18.921512361376628,1,1,3,1,1,0,0,4.0,0.0,9.460756180688314,3.1351199264000678,6.207319896785968
1046,18,0,0,2,4.894311940474019,7,0,4,0,0,1,0,2.515300272256249,2.0,0.6117889925592523,5.350089137415928,8.239231906085587
1047,18,0,1,2,2.6313061327870924,5,0,1,1,0,0,0,2.5637654300150947,2.0,0.4385510221311821,3.746844304357644,8.34297751076717
1048,17,0,0,2,6.04553400992897,15,0,2,0,0,0,0,1.7036118032323682,4.0,0.3778458756205606,5.580272084711243,8.085022799881544
1049,16,0,1,2,17.90170345532629,17,0,3,0,0,1,0,2.0998851567205854,3.0,0.9945390808514607,5.886841117373119,7.125757745174976
1050,16,1,1,1,19.441069492469765,16,0,4,1,0,0,0,2.4610469629080955,3.0,1.1435923230864569,4.339417822102108,6.81984776190446
1051,17,1,2,2,17.18649902140952,5,0,3,0,0,0,0,2.935477191694632,2.0,2.8644165035682536,6.378338511058234,6.291700192671154
1052,16,1,2,0,2.200354422550872,12,1,1,1,0,1,0,1.9863780592187463,4.0,0.16925803250391322,6.300531293444458,9.15391968580368
1053,17,1,0,1,18.948559961195865,22,0,4,0,0,1,0,1.5715441913992825,4.0,0.8238504330954725,7.957995766256757,6.5687724910105105
1054,18,0,0,2,8.46716054701572,13,0,1,0,1,0,0,1.6643106896610833,4.0,0.6047971819296942,6.879309401710596,8.272907377354002
1055,17,0,0,0,0.1862058152470735,29,1,2,1,1,0,0,0.7562591665741925,4.0,0.006206860508235783,7.2915999152443405,10.0
1056,18,0,0,1,8.847874814963872,25,0,2,0,1,0,0,0.8027695392342074,4.0,0.34030287749861043,8.187496940092467,7.655520222710401
1057,18,1,0,4,0.9213833935093518,20,0,2,0,1,1,0,1.3423871779577343,4.0,0.04387539969092152,4.353970008207678,7.6427178992759
1058,15,0,0,4,10.87755842322235,29,0,3,1,0,0,0,0.2865712882866222,4.0,0.3625852807740783,5.683931449676582,7.76924204673771
1059,17,0,0,1,6.771080548741026,9,1,3,0,1,0,0,2.61383869367367,2.0,0.6771080548741026,3.080909155642152,8.873371762625183
1060,15,1,3,0,9.468698671880976,23,0,3,0,1,0,0,0.9290125546259368,4.0,0.394529111328374,5.601321323053058,9.0323038599222
1061,17,1,1,1,12.26340721486234,10,0,0,1,0,1,0,1.892758695926592,4.0,1.114855201351122,4.5547091587579285,7.158884481287558
1062,17,0,0,1,17.376021916356407,12,0,2,0,0,1,0,2.331261549308754,3.0,1.3366170704889544,4.285396127095584,7.5107474199826205
1063,15,0,1,3,13.238031529438572,11,0,3,0,1,0,0,2.234238472600233,3.0,1.103169294119881,6.414950036607717,7.443541618666116
1064,15,0,0,1,8.680977369563614,8,0,2,0,1,0,0,2.3858282190764624,3.0,0.9645530410626237,4.227013306774357,8.07892808589157
1065,17,0,0,2,16.388557073407302,3,1,4,0,0,0,0,3.347356743507809,1.0,4.0971392683518255,3.423738038749523,8.683315966167786
1066,16,0,1,1,18.111642751462643,6,1,3,1,0,0,0,3.2618553073332905,1.0,2.5873775359232347,4.770784332632994,6.437350560656158
1067,18,0,0,4,2.3951993286439444,23,0,3,0,1,0,0,1.0396238791477144,4.0,0.09979997202683101,4.86369689989905,8.887349897882892
1068,15,1,0,1,10.638659551055827,28,0,0,0,1,0,0,0.0278186247324679,4.0,0.36685032934675266,8.00878792301616,8.169980630777134
1069,18,1,3,2,5.690239194848883,21,1,3,0,0,1,0,1.3299645378768772,4.0,0.2586472361294947,4.398202574719083,8.973869242984787
1070,16,1,2,1,0.941223957538948,1,0,4,0,0,1,0,3.283916521897384,1.0,0.470611978769474,6.047547746402069,8.954869180981554
1071,16,0,1,2,13.370933902279706,6,0,2,1,0,0,0,2.937454182316864,2.0,1.9101334146113866,5.68897907718663,7.8169318795240805
1072,16,1,1,1,17.255415549184512,28,0,3,0,0,1,1,0.7388682028052602,4.0,0.5950143292822245,5.5948627261366894,7.078634161370653
1073,15,0,1,1,3.258053089547881,8,0,2,1,1,0,0,2.556801662833417,2.0,0.3620058988386534,2.8220884684944094,8.808758161667766
1074,16,0,0,3,16.24827315247801,4,1,2,0,0,0,0,3.300928568970799,1.0,3.249654630495602,5.661845713819337,7.203576547003494
1075,15,1,0,3,17.067914670738833,14,0,3,1,0,1,0,2.200682946560561,3.0,1.1378609780492555,6.227429375390469,7.603994477854142
1076,16,0,0,3,18.28680885332967,17,0,3,0,1,0,0,1.8558655731681932,4.0,1.0159338251849817,6.616028672163949,6.986513946645216
1077,18,0,0,2,5.305701781721048,3,0,3,0,0,0,0,2.734401494419992,2.0,1.326425445430262,5.385081386743782,8.657980018778987
1078,18,1,1,3,18.079061303797783,18,1,1,1,1,0,0,2.1317372971872284,3.0,0.9515295423051464,4.096178606936362,7.177462462777733
1079,17,1,0,0,6.413255094728645,19,0,1,0,0,0,0,0.9797699107752862,4.0,0.32066275473643224,5.33386291417709,8.92169961591322
1080,18,1,3,1,11.046760269110056,25,0,3,0,1,0,0,0.994325023551287,4.0,0.42487539496577137,4.963476238100519,7.869627111294752
1081,17,0,3,1,1.0101494166456426,6,0,1,0,1,0,0,2.0746999767813343,3.0,0.14430705952080608,6.052413703502374,8.012468824231995
1082,18,1,2,2,0.8776217673748721,25,0,2,0,0,0,0,0.500508035804656,4.0,0.033754683360572,6.993192507310232,9.54319857361951
1083,15,1,1,1,14.407464254644058,7,0,0,1,1,0,0,2.532438417587673,2.0,1.8009330318305072,4.023592099410597,7.106387424104285
1084,18,0,2,1,8.88959955955582,16,0,1,0,1,0,0,1.4633780357856976,4.0,0.5229176211503423,3.8542334011440946,7.784156874720009
1085,17,1,0,2,5.125847507384352,12,0,3,1,1,0,0,2.342836773191855,3.0,0.3942959621064886,4.443929286862649,8.189584602239819
1086,17,1,2,3,3.808269920498204,23,0,3,0,0,0,0,1.1588463344506037,4.0,0.15867791335409184,5.600733288106989,9.306392054535587
1087,16,1,0,1,13.399069817184362,20,1,1,1,0,1,1,1.5237487447337323,4.0,0.6380509436754458,6.918424713352256,6.592255911292216
1088,15,0,2,1,0.0080308805067974,27,0,1,0,0,1,0,0.0,4.0,0.00028681716095705,7.250229885420853,10.0
1089,18,0,0,1,16.117823383937086,22,0,0,1,0,1,0,1.0586220144439875,4.0,0.7007749297363951,7.748850970305306,7.916246066139317
1090,16,0,2,1,1.5849921225985764,10,0,2,0,0,1,1,2.2297401841747666,3.0,0.14409019296350695,4.888859700647798,8.95312024480472
1091,18,0,3,1,3.829792298162389,26,0,1,0,0,0,1,0.1947432807455151,4.0,0.14184415919119958,5.078376983753207,8.589573769875617
1092,18,1,0,2,7.724727905981792,0,0,2,1,1,0,0,3.5069200713692137,0.0,7.724727905981792,4.85297914889198,8.37030424683065
1093,16,0,0,2,9.697174794322072,1,1,3,0,0,0,0,3.552286943350944,0.0,4.848587397161036,5.143140194467589,8.290843734757463
1094,16,0,3,2,7.099902316278836,16,1,3,0,1,0,0,2.23849135429023,3.0,0.4176413127222845,5.845108790277985,8.612617561347145
1095,16,1,0,1,6.414243299685878,4,0,1,1,1,0,0,2.7084723438568763,2.0,1.2828486599371756,5.483868719818244,8.636377903033136
1096,16,1,2,3,19.278320241463767,29,0,3,0,0,0,1,0.7329082339013866,4.0,0.6426106747154589,6.875182385457563,7.116958316481248
1097,16,1,1,1,12.831593624867883,29,0,4,0,0,1,0,0.9654824453045304,4.0,0.42771978749559614,6.990931317527977,7.618171427359548
1098,18,0,0,2,0.4686591073477641,5,0,2,0,1,0,0,2.5552328599380942,2.0,0.07810985122462735,4.210164073434198,8.877497447438467
1099,16,0,0,3,8.603518168886264,25,0,2,1,0,1,1,0.7443222999212357,4.0,0.33090454495716404,4.60167650697638,8.042194042935034
1100,15,0,0,1,17.500173994879404,24,0,2,0,0,0,0,0.7220565813951911,4.0,0.7000069597951761,4.831565707973218,7.816867648945592
1101,17,1,2,1,6.029123728213359,23,1,1,1,1,0,1,1.2712295298373406,4.0,0.25121348867555665,4.425716742746937,8.693865988319095
1102,16,1,0,3,1.8911268954877647,6,0,3,1,0,1,1,2.52614214142023,2.0,0.27016098506968067,5.145641645055122,7.340692993119083
1103,16,0,1,1,15.167695431798355,27,0,3,1,1,0,0,0.9424153953595232,4.0,0.5417034082785127,5.957423924305306,7.811180845085045
1104,18,1,0,2,12.120276638721624,20,1,2,0,1,0,0,1.515639098395023,4.0,0.5771560304153154,6.034282764658811,7.885340433487225
1105,16,1,1,0,11.406250156530078,29,0,3,1,0,0,0,0.6482739267081915,4.0,0.3802083385510026,8.530265895704373,7.850020606124043
1106,16,1,2,2,1.0715311921481585,14,0,3,0,1,1,1,2.0488500821388604,3.0,0.07143541280987724,4.3971689165955,8.698587654240741
1107,16,0,3,1,2.8099801959103465,18,0,0,1,0,0,1,0.8422959992571388,4.0,0.14789369452159717,5.441531692142519,9.281058340401971
1108,18,1,0,0,12.450987924262275,15,0,1,0,1,0,0,1.4641879236906472,4.0,0.7781867452663922,6.522204554172195,8.228664438635201
1109,16,1,2,2,4.156476829176716,24,1,3,1,1,0,0,1.487946865169799,4.0,0.16625907316706864,5.31519266196649,8.197913483170524
1110,17,0,2,1,10.081401594968488,12,1,4,0,0,0,0,2.587565796370635,2.0,0.7754924303821914,3.507919639315172,8.19538598406542
1111,18,0,1,1,10.89763372058787,4,1,3,0,0,0,0,3.2208069781948727,1.0,2.179526744117574,3.559005811655072,7.42440826067057
1112,17,1,3,0,5.670143805418788,2,1,4,0,0,1,0,3.5451594318003106,0.0,1.890047935139596,2.844885149016018,7.743176537063656
1113,18,1,0,1,18.968503110829857,2,0,2,0,0,0,0,3.0895989530746477,1.0,6.322834370276619,5.918790609370292,6.7897910766220315
1114,16,0,0,1,16.8492821367115,18,1,1,0,1,1,0,1.919956439918208,4.0,0.8868043229848158,7.032481518257668,7.7462685225202295
1115,17,0,2,0,14.44747015265597,13,1,2,0,0,0,0,2.198593184586961,3.0,1.0319621537611408,5.833615026041694,8.031815507422445
1116,18,1,0,3,1.5598773281881817,15,0,0,0,0,0,1,0.8782126167627767,4.0,0.09749233301176136,6.985842360750871,9.100554977229828
1117,15,1,2,0,2.122600386180389,21,0,3,1,0,1,0,1.340368647512407,4.0,0.09648183573547221,7.314688307596457,9.15028785480596
1118,16,1,2,2,9.855626917299114,16,0,4,0,0,0,0,1.8195113357139088,4.0,0.5797427598411243,4.3462802355441434,8.272526451827568
1119,18,1,0,1,3.214266983819713,26,0,3,0,1,0,0,0.6193509314675341,4.0,0.11904692532665605,8.170235993959912,8.357832504006552
1120,15,0,2,1,19.56530927058948,3,0,2,1,0,1,1,3.619460869693516,0.0,4.89132731764737,4.457368967662602,7.259430345278022
1121,18,1,0,3,3.170404680548189,12,1,1,1,1,0,0,2.17490279620988,3.0,0.24387728311909146,6.429760620656251,9.083164294559023
1122,15,1,1,1,9.74935670927948,7,1,1,0,1,1,0,2.974406014911044,2.0,1.218669588659935,6.284365199693974,8.40220999397884
1123,16,0,1,4,7.282421136830108,18,0,2,0,0,0,0,0.9807358437488028,4.0,0.38328532299105833,5.072013899887455,8.86621457205431
1124,17,1,3,1,12.78772842908196,4,0,3,0,0,0,0,3.101673809015105,1.0,2.5575456858163923,2.840207698110707,8.075379080692334
1125,15,0,0,2,2.5807281777884983,1,1,2,1,0,1,0,3.4982573417733205,1.0,1.2903640888942491,3.011740650167767,8.917651285991942
1126,18,1,0,2,8.606328560847817,14,0,4,1,0,0,0,2.590553445052984,2.0,0.5737552373898545,5.108431154505025,8.67444226307343
1127,16,1,1,3,5.494100656142873,1,0,3,1,0,0,0,3.5350037581843186,0.0,2.7470503280714365,5.3720590636899725,8.437329304761183
1128,15,0,2,2,17.75503049343376,10,1,1,0,1,0,0,2.8199217452931866,2.0,1.614093681221251,6.442922333025374,6.7835596250427646
1129,18,0,1,2,0.8117142426939017,12,1,1,1,1,0,0,2.0165967745176614,3.0,0.06243955713030013,3.227808522124763,8.837295093758728
1130,18,1,0,1,18.274549880129182,22,1,3,0,0,0,0,1.3711850388917164,4.0,0.7945456469621384,6.242989210310263,6.800093689583857
1131,18,1,0,1,16.65988277106001,9,0,1,0,0,0,0,2.1047955879699045,3.0,1.6659882771060008,4.569644012595116,6.996422585406808
1132,15,1,0,3,5.951414328816309,2,0,3,0,0,0,0,3.030439088696523,1.0,1.983804776272103,3.088431241882921,8.33259923176061
1133,15,0,2,1,15.785813093542094,4,1,2,0,1,0,0,3.58242187231196,0.0,3.1571626187084187,2.879461469334731,7.02520873014581
1134,15,1,0,1,0.6242712067749512,2,0,1,1,0,0,0,2.4265467060392454,3.0,0.20809040225831707,3.550460685614512,8.783592114502985
1135,17,0,0,2,19.33731100586787,5,1,2,1,0,0,0,3.161436270258364,1.0,3.222885167644645,6.271638815650077,6.11946156593632
1136,15,0,3,1,10.531898851795788,12,0,2,1,0,0,0,2.122638529628868,3.0,0.8101460655227529,4.492811728083021,8.05345696850689
1137,15,1,0,4,6.065620521308905,9,0,3,0,1,0,0,2.204860580997317,3.0,0.6065620521308905,4.975162486973465,8.394040685550221
1138,15,0,3,2,7.251664251893541,18,0,0,1,0,1,1,1.182987500498048,4.0,0.38166653957334423,6.612075835580711,7.8662892592765505
1139,17,1,1,2,1.3281070692099473,7,0,3,1,0,0,0,2.7387957163436,2.0,0.1660133836512434,4.154518409517176,9.196812127295207
1140,15,1,2,3,19.786990280840783,17,1,3,0,0,0,0,2.2379013009826028,3.0,1.099277237824488,7.587128330883843,7.490086040729201
1141,18,1,0,0,0.7858389030138491,2,0,3,1,0,0,0,3.139481546380388,1.0,0.26194630100461636,6.049789179768445,8.117636177514129
1142,15,1,0,1,13.09814246295718,23,1,0,1,1,0,0,1.0460447710800969,4.0,0.5457559359565491,5.307129183301457,7.308823364421174
1143,18,1,2,2,8.854718554129166,23,1,3,0,0,0,0,0.8164582452137992,4.0,0.3689466064220486,6.288994023569542,7.7299569696934345
1144,18,0,2,1,18.978324363774306,16,0,2,1,0,1,0,2.03354462052118,3.0,1.1163720213984885,4.803513239267079,6.632216013068137
1145,18,0,2,2,4.919994806135904,7,1,2,1,1,0,0,2.432078522782237,3.0,0.614999350766988,3.8393619775098706,8.922737940352285
1146,17,1,0,3,10.641736478760226,9,0,3,1,0,0,0,2.6597713195279016,2.0,1.0641736478760226,3.047547789418131,7.838913282737575
1147,17,1,2,2,9.64712417165506,1,1,2,1,0,0,1,3.588887939765012,0.0,4.82356208582753,4.538257335919587,7.9030301621791885
1148,17,0,2,1,14.057328881002029,11,0,3,0,1,0,0,2.3145876278110027,3.0,1.1714440734168357,5.110716092915446,6.592335929696421
1149,15,0,1,4,1.3602046390484102,22,0,1,1,1,0,1,1.00722582021403,4.0,0.05913933213253957,4.405915004999958,9.181688551199771
1150,18,0,2,2,3.875782600467097,5,0,3,1,0,0,0,2.8816123214605245,2.0,0.6459637667445162,3.6145858569464457,7.992792542526555
1151,17,0,2,2,4.291296401856997,1,0,1,0,1,1,0,2.804504928911685,2.0,2.1456482009284983,5.733063543866614,8.600836674947464
1152,17,1,1,1,14.763015096833794,20,1,3,0,1,0,0,1.7629211240998668,4.0,0.7030007188968473,4.958247562667889,7.662386959295716
1153,15,1,0,3,3.7827739265348015,22,0,4,1,0,0,1,1.11991126295732,4.0,0.16446843158846963,4.7795794883648925,9.302051905265845
1154,17,0,0,2,11.469835277819534,23,0,2,0,0,0,0,1.0306575057198797,4.0,0.4779098032424806,6.257811041110252,7.19860627265849
1155,15,1,0,2,4.304876410019074,2,0,2,1,0,0,0,3.0756193536614336,1.0,1.4349588033396914,6.142601816442403,7.05975628108768
1156,16,0,0,3,17.232499001679567,16,1,3,1,1,0,0,2.631434065124418,2.0,1.013676411863504,4.568221086046002,7.36867487220889
1157,17,1,0,1,18.84370908979277,28,0,0,0,1,1,1,0.5030669073279145,4.0,0.6497830720618197,7.488542189623514,8.01588468177615
1158,16,0,0,2,10.369859498844807,6,0,2,0,0,0,0,2.784237837142815,2.0,1.4814084998349724,5.646478461314871,8.582487226585238
1159,15,1,0,3,7.046177684183565,28,0,2,0,0,0,0,0.2476267650865634,4.0,0.2429716442821919,5.7505501759695985,8.400211939218956
1160,18,0,0,1,4.681155500349982,20,0,3,0,0,0,1,1.189548769618786,4.0,0.2229121666833325,6.912865394447438,8.286066357148979
1161,17,0,2,2,0.9956200304608752,4,1,3,1,0,0,1,3.3759940088028397,1.0,0.19912400609217504,3.871132530877013,9.303999295272567
1162,15,1,3,3,5.370001523949908,22,1,3,0,0,0,0,1.293573556445951,4.0,0.23347832712825686,6.729223322374318,7.976226747752774
1163,18,0,0,2,13.084715598906358,0,1,3,0,0,1,1,3.7185869042869646,0.0,13.084715598906358,4.534118843043579,7.929707324787474
1164,18,1,3,2,10.672338626184215,7,0,3,1,0,0,0,2.670559614819829,2.0,1.334042328273027,4.8430987362990345,8.18550121696489
1165,16,1,1,3,18.880825565618547,11,1,2,1,0,0,0,2.369648013449619,3.0,1.5734021304682122,3.4611590802176333,7.642022397187585
1166,15,0,0,3,7.925545249834012,13,0,2,0,1,0,0,1.6244868202221543,4.0,0.5661103749881436,6.641209982356952,9.587275494472138
1167,18,1,0,1,13.87726684656789,15,1,2,1,1,0,0,2.5374768278143587,2.0,0.8673291779104931,4.783120259886943,7.808481298932595
1168,17,1,1,0,9.786454949502428,9,0,4,0,1,0,0,2.298417928509479,3.0,0.9786454949502428,3.646074041599417,7.766872692196008
1169,17,1,2,2,10.251524318484233,14,0,3,1,0,0,0,2.2598041504961186,3.0,0.6834349545656155,3.563100566219056,7.96206041205558
1170,16,1,2,2,5.35548629208235,20,0,2,0,1,0,0,1.3213433008698847,4.0,0.2550231567658262,6.363571772752968,7.579913418347207
1171,18,1,0,2,9.099015536839994,23,0,3,0,1,0,0,0.9499742281238568,4.0,0.3791256473683331,7.0102574473691295,7.742741880771471
1172,15,0,0,2,9.415699940254145,25,0,2,1,0,0,1,0.818786616073051,4.0,0.3621423053943902,4.566351315711424,7.853788786918034
1173,17,1,0,1,14.132850434978678,14,1,3,0,0,0,0,2.3392245127535936,3.0,0.9421900289985785,5.448372233197125,7.324670757534836
1174,18,1,0,2,18.81279998372228,9,0,2,0,1,0,0,2.6827762879633723,2.0,1.881279998372228,3.8059831007917517,7.1948974376446335
1175,18,1,0,1,6.586425549650086,20,1,1,1,0,0,0,1.543837471085622,4.0,0.3136393118880993,6.5806911616378,7.930147478843891
1176,16,1,0,2,0.8440093716259689,27,0,3,1,0,0,0,0.1969011048236224,4.0,0.030143191843784604,5.3974657160199655,9.47611439649964
1177,17,1,2,2,9.925902510012794,6,0,3,0,0,0,0,2.748610257448085,2.0,1.4179860728589706,5.363750952409864,8.007513281457818
1178,17,0,3,1,10.889226642983372,25,1,2,1,0,1,0,1.1048937876999445,4.0,0.41881640934551434,6.04694138520215,7.906427175132356
1179,15,1,0,1,3.368811022638305,2,0,2,1,0,0,0,2.553439811443938,2.0,1.1229370075461016,5.946919954946938,8.49917153947971
1180,17,0,3,2,15.209292125521332,1,0,3,1,0,0,1,3.2742334588098787,1.0,7.604646062760666,2.650083776583973,7.556666129377357
1181,15,0,0,2,19.698582168829837,5,1,3,0,0,0,0,3.1860603780389143,1.0,3.283097028138306,3.864265404201034,7.442690915450833
1182,17,0,0,1,18.915494340169214,20,0,3,1,0,0,0,1.722115750240589,4.0,0.9007378257223435,4.453894084962356,6.674885458127628
1183,16,0,0,4,3.942120776473044,8,0,2,1,1,0,0,2.3380463575903736,3.0,0.438013419608116,6.498774473114251,8.276729677815066
1184,17,1,1,2,17.507264798015214,9,1,4,1,1,0,0,3.273998748434336,1.0,1.7507264798015214,6.409357413523924,7.097410505810147
1185,15,0,3,4,14.089872728233694,3,0,3,0,0,0,0,2.993502391205279,2.0,3.5224681820584234,3.3317665108606223,6.918077265440024
1186,15,0,1,2,9.076931276138232,26,1,3,1,0,0,0,0.8963978990233954,4.0,0.33618263985697155,7.239936184136717,7.6826779425254275
1187,16,1,0,2,10.812219886494582,2,0,3,0,0,0,0,2.9610552588035977,2.0,3.604073295498194,5.468888800804863,7.680667574578212
1188,17,1,1,3,16.99200349964916,8,0,1,1,0,0,0,2.6743510954520984,2.0,1.8880003888499068,5.02080324639785,7.737994240391448
1189,17,1,0,2,9.602698792767464,23,0,0,1,1,0,0,1.2178731513333656,4.0,0.40011244969864435,6.418602313424026,8.171010785224217
1190,16,0,2,2,7.464147382102537,21,1,3,0,0,0,0,1.36559111032951,4.0,0.3392794264592062,5.067409163601807,8.35038021747352
1191,17,1,1,1,9.864949860519715,16,0,2,0,0,0,1,1.5222748446854282,4.0,0.5802911682658656,3.972411071223597,8.438953995032016
1192,17,1,0,2,11.582596080700982,13,1,3,0,0,0,0,2.2314023973705024,3.0,0.8273282914786416,6.888863031813307,7.773054497730203
1193,15,0,1,1,3.781553075566977,9,0,2,1,0,0,0,2.135266354890094,3.0,0.3781553075566977,6.501672228653322,8.817077117407747
1194,17,1,1,1,18.018154605339813,12,0,2,0,0,0,0,2.255698914963147,3.0,1.386011892718447,5.732405829093072,7.146573662999771
1195,17,1,0,0,13.483738976592276,11,1,1,1,0,1,0,2.751145787611705,2.0,1.123644914716023,4.456119164194803,7.784307277040587
